execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
979,C0153-r2,C0153,2,40dc43e92f,sA,T1,none,d10,pad50,none,"nmap -sA -T1 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
980,C0246-r1,C0246,1,59c36a56ac,sU,T4,mtu24,d10,pad50,none,"nmap -sU -T4 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
981,C0002-r1,C0002,1,b82f5a5740,sA,T0,none,d10,none,none,"nmap -sA -T0 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
982,C0242-r2,C0242,2,22e573dd79,sX,T1,f,none,none,none,"nmap -sX -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
983,C0323-r3,C0323,3,a76c3b2a97,sN,T1,none,d5,pad50,none,"nmap -sN -T1 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
984,C0017-r3,C0017,3,ed2d916436,sF,T2,f,none,none,sp53,"nmap -sF -T2 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
985,C0196-r3,C0196,3,4d84907dfe,sX,T1,mtu24,none,pad50,sp53,"nmap -sX -T1 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
986,C0250-r2,C0250,2,242c935dfe,sN,T4,f,d10,none,none,"nmap -sN -T4 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
987,C0235-r1,C0235,1,4865547a89,sU,T5,ff,d5,none,none,"nmap -sU -T5 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
988,C0180-r2,C0180,2,e9984b03ae,sS,T0,none,d5,pad50,sp53,"nmap -sS -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
989,C0335-r3,C0335,3,6f056028a9,sN,T2,none,d5,none,sp53,"nmap -sN -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
990,C0357-r3,C0357,3,4d1014c187,sU,T2,mtu24,d5,pad50,sp53,"nmap -sU -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
991,C0230-r3,C0230,3,f23f1a22a1,sS,T1,mtu24,d5,none,none,"nmap -sS -T1 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
992,C0157-r1,C0157,1,0f81d45ca3,sT,T3,ff,none,pad50,sp53,"nmap -sT -T3 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
993,C0123-r3,C0123,3,db5dfaec43,sS,T3,ff,none,pad50,sp53,"nmap -sS -T3 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
994,C0331-r2,C0331,2,5477d5d20d,sN,T5,ff,d5,none,none,"nmap -sN -T5 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
995,C0232-r3,C0232,3,30528d8bd0,sF,T2,ff,d5,pad50,sp53,"nmap -sF -T2 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
996,C0342-r3,C0342,3,b4331ec6c6,sX,T1,none,none,pad50,sp53,"nmap -sX -T1 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
997,C0108-r3,C0108,3,193708b825,sU,T2,f,d5,none,none,"nmap -sU -T2 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
998,C0308-r3,C0308,3,3a7bcfb041,sF,T4,ff,d10,pad50,none,"nmap -sF -T4 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
999,C0032-r2,C0032,2,1d049fe770,sU,T2,ff,none,none,sp53,"nmap -sU -T2 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1000,C0338-r3,C0338,3,36c3a65202,sF,T0,mtu24,d10,none,sp53,"nmap -sF -T0 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1001,C0058-r2,C0058,2,caf760917c,sX,T0,f,d5,none,sp53,"nmap -sX -T0 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1002,C0356-r3,C0356,3,9152d664be,sA,T5,mtu24,d10,none,none,"nmap -sA -T5 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1003,C0161-r1,C0161,1,d380daf735,sA,T5,f,none,none,none,"nmap -sA -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1004,C0081-r3,C0081,3,f5f8f1c2ff,sT,T3,none,d10,none,sp53,"nmap -sT -T3 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1005,C0013-r1,C0013,1,f697292505,sX,T4,none,none,pad50,sp53,"nmap -sX -T4 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1006,C0372-r2,C0372,2,372a7f0fc0,sA,T5,ff,d5,none,sp53,"nmap -sA -T5 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1007,C0203-r1,C0203,1,e557a23665,sX,T4,f,d10,none,none,"nmap -sX -T4 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1008,C0289-r2,C0289,2,e5794e90fb,sT,T0,mtu24,d5,pad50,sp53,"nmap -sT -T0 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1009,C0371-r2,C0371,2,a4a2c1d4f6,sU,T0,f,d10,pad50,sp53,"nmap -sU -T0 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1010,C0345-r3,C0345,3,e278291d34,sN,T1,ff,d10,none,none,"nmap -sN -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1011,C0269-r1,C0269,1,af85f94e55,sN,T2,mtu24,none,none,sp53,"nmap -sN -T2 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1012,C0162-r3,C0162,3,9b6914beec,sS,T0,ff,none,pad50,sp53,"nmap -sS -T0 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1013,C0144-r1,C0144,1,3d444a2d6e,sN,T5,ff,none,none,none,"nmap -sN -T5 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1014,C0360-r2,C0360,2,592f591544,sS,T1,mtu24,d10,none,none,"nmap -sS -T1 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1015,C0353-r1,C0353,1,72c46d245b,sA,T4,none,none,pad50,sp53,"nmap -sA -T4 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1016,C0316-r3,C0316,3,b8f285646f,sX,T1,mtu24,d10,pad50,none,"nmap -sX -T1 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1017,C0236-r3,C0236,3,151ac88dec,sF,T3,f,none,none,none,"nmap -sF -T3 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1018,C0075-r1,C0075,1,04769e8fbc,sA,T0,f,d5,pad50,none,"nmap -sA -T0 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1019,C0348-r3,C0348,3,904088b9a9,sU,T3,ff,d5,none,sp53,"nmap -sU -T3 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1020,C0204-r3,C0204,3,c637c2fde1,sT,T3,none,d10,none,none,"nmap -sT -T3 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1021,C0124-r1,C0124,1,844b75776e,sX,T3,f,none,pad50,none,"nmap -sX -T3 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1022,C0127-r3,C0127,3,974ab06f13,sT,T5,mtu24,none,none,none,"nmap -sT -T5 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1023,C0242-r3,C0242,3,22e573dd79,sX,T1,f,none,none,none,"nmap -sX -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1024,C0025-r1,C0025,1,788d8105e1,sF,T4,mtu24,d10,none,none,"nmap -sF -T4 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1025,C0312-r3,C0312,3,9cbda268e0,sF,T5,ff,none,none,none,"nmap -sF -T5 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1026,C0135-r3,C0135,3,f539dfa470,sN,T2,f,d10,none,none,"nmap -sN -T2 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1027,C0362-r1,C0362,1,9ed5871416,sS,T1,ff,d5,pad50,none,"nmap -sS -T1 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1028,C0227-r3,C0227,3,266ee3693c,sN,T5,f,d10,pad50,none,"nmap -sN -T5 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1029,C0307-r1,C0307,1,16cbb14610,sA,T3,mtu24,none,pad50,sp53,"nmap -sA -T3 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1030,C0022-r3,C0022,3,d31d433b76,sS,T3,mtu24,d10,none,none,"nmap -sS -T3 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1031,C0122-r3,C0122,3,3a78f016c4,sT,T1,none,d10,none,none,"nmap -sT -T1 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1032,C0352-r3,C0352,3,f923cde6ae,sU,T4,f,d5,pad50,none,"nmap -sU -T4 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1033,C0218-r2,C0218,2,2bfa3a970f,sN,T4,ff,none,pad50,sp53,"nmap -sN -T4 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1034,C0359-r3,C0359,3,ee744253fa,sX,T2,mtu24,none,none,sp53,"nmap -sX -T2 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1035,C0326-r2,C0326,2,6dc0b8f153,sN,T0,f,none,pad50,none,"nmap -sN -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1036,C0283-r1,C0283,1,4fe0161cb5,sX,T4,ff,none,none,sp53,"nmap -sX -T4 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1037,C0026-r2,C0026,2,4ba767f5ab,sN,T0,none,d5,pad50,sp53,"nmap -sN -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1038,C0031-r3,C0031,3,b1dd6a3427,sS,T3,ff,none,pad50,none,"nmap -sS -T3 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1039,C0241-r2,C0241,2,6b7ce210b6,sF,T1,ff,none,none,none,"nmap -sF -T1 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1040,C0195-r3,C0195,3,2adbb3399f,sA,T3,f,none,none,sp53,"nmap -sA -T3 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1041,C0371-r1,C0371,1,a4a2c1d4f6,sU,T0,f,d10,pad50,sp53,"nmap -sU -T0 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1042,C0352-r1,C0352,1,f923cde6ae,sU,T4,f,d5,pad50,none,"nmap -sU -T4 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1043,C0353-r2,C0353,2,72c46d245b,sA,T4,none,none,pad50,sp53,"nmap -sA -T4 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1044,C0208-r1,C0208,1,3562e17cf2,sS,T0,ff,d10,none,sp53,"nmap -sS -T0 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1045,C0014-r1,C0014,1,70a3016d4d,sN,T1,ff,d5,none,none,"nmap -sN -T1 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1046,C0090-r2,C0090,2,ebeb863c57,sF,T2,ff,d10,pad50,none,"nmap -sF -T2 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1047,C0365-r3,C0365,3,3415eb6900,sS,T5,f,none,none,none,"nmap -sS -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1048,C0166-r2,C0166,2,f7c02d804d,sA,T1,none,d10,pad50,sp53,"nmap -sA -T1 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1049,C0010-r3,C0010,3,fd3d22ac81,sA,T0,mtu24,d5,none,sp53,"nmap -sA -T0 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1050,C0059-r2,C0059,2,59593f3886,sF,T0,none,d5,pad50,none,"nmap -sF -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1051,C0033-r1,C0033,1,e0b7c87fb6,sT,T5,f,none,none,none,"nmap -sT -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1052,C0278-r1,C0278,1,1570d5da1c,sF,T1,ff,none,pad50,sp53,"nmap -sF -T1 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1053,C0339-r3,C0339,3,d96e60bcc1,sX,T0,f,none,pad50,none,"nmap -sX -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1054,C0047-r2,C0047,2,94e3b2377a,sF,T2,mtu24,d5,pad50,sp53,"nmap -sF -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1055,C0374-r1,C0374,1,e9d2aaaff0,sA,T2,ff,d10,none,none,"nmap -sA -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1056,C0146-r1,C0146,1,c5cfcc6ed8,sF,T1,ff,d10,pad50,sp53,"nmap -sF -T1 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1057,C0313-r1,C0313,1,18067e1170,sX,T0,mtu24,d10,pad50,sp53,"nmap -sX -T0 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1058,C0066-r1,C0066,1,3c3e7b5f79,sU,T1,ff,d10,none,none,"nmap -sU -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1059,C0235-r2,C0235,2,4865547a89,sU,T5,ff,d5,none,none,"nmap -sU -T5 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1060,C0016-r1,C0016,1,b18c5a5540,sU,T5,f,none,none,sp53,"nmap -sU -T5 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1061,C0101-r3,C0101,3,a4a9fb438d,sN,T1,f,none,pad50,none,"nmap -sN -T1 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1062,C0015-r3,C0015,3,9de66aad6d,sA,T2,mtu24,d10,none,none,"nmap -sA -T2 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1063,C0375-r1,C0375,1,15a3137a39,sN,T4,mtu24,d10,none,none,"nmap -sN -T4 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1064,C0193-r3,C0193,3,f16880ef2b,sU,T2,f,d5,none,sp53,"nmap -sU -T2 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1065,C0307-r2,C0307,2,16cbb14610,sA,T3,mtu24,none,pad50,sp53,"nmap -sA -T3 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1066,C0262-r2,C0262,2,3a1029fe01,sU,T4,ff,d5,pad50,none,"nmap -sU -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1067,C0002-r2,C0002,2,b82f5a5740,sA,T0,none,d10,none,none,"nmap -sA -T0 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1068,C0140-r2,C0140,2,9e7a2dec88,sT,T4,mtu24,d5,pad50,none,"nmap -sT -T4 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1069,C0294-r3,C0294,3,98334550e0,sU,T5,none,d5,none,sp53,"nmap -sU -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1070,C0247-r1,C0247,1,bdc548ba6a,sU,T3,f,d5,none,none,"nmap -sU -T3 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1071,C0268-r2,C0268,2,75fc7f20ed,sX,T0,mtu24,d10,none,none,"nmap -sX -T0 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1072,C0347-r3,C0347,3,bbae9fedcc,sU,T0,f,d5,pad50,none,"nmap -sU -T0 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1073,C0359-r2,C0359,2,ee744253fa,sX,T2,mtu24,none,none,sp53,"nmap -sX -T2 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1074,C0287-r2,C0287,2,496ec61fa5,sU,T3,ff,none,pad50,sp53,"nmap -sU -T3 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1075,C0173-r2,C0173,2,63d1707ab9,sS,T2,ff,d10,pad50,none,"nmap -sS -T2 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1076,C0252-r2,C0252,2,16a037a7cc,sX,T3,mtu24,d5,none,sp53,"nmap -sX -T3 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1077,C0028-r2,C0028,2,2c1d576eee,sX,T0,f,d10,pad50,sp53,"nmap -sX -T0 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1078,C0341-r1,C0341,1,e6d4714777,sT,T5,none,d5,pad50,none,"nmap -sT -T5 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1079,C0122-r2,C0122,2,3a78f016c4,sT,T1,none,d10,none,none,"nmap -sT -T1 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1080,C0130-r2,C0130,2,7035a3075d,sN,T0,ff,d10,pad50,sp53,"nmap -sN -T0 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1081,C0111-r2,C0111,2,e12583d9e2,sA,T4,f,d5,pad50,sp53,"nmap -sA -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1082,C0113-r3,C0113,3,e36d2c0033,sF,T4,f,d10,pad50,none,"nmap -sF -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1083,C0156-r2,C0156,2,fc62086724,sS,T2,ff,d5,none,sp53,"nmap -sS -T2 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1084,C0318-r2,C0318,2,60f9a6d285,sS,T5,ff,none,pad50,none,"nmap -sS -T5 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1085,C0040-r2,C0040,2,fc1436b087,sT,T4,f,d10,pad50,sp53,"nmap -sT -T4 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1086,C0229-r2,C0229,2,c7a40c2750,sA,T5,none,d10,none,sp53,"nmap -sA -T5 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1087,C0324-r3,C0324,3,74ef917878,sF,T5,none,d10,none,none,"nmap -sF -T5 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1088,C0110-r1,C0110,1,70fb139fff,sT,T4,ff,d10,none,sp53,"nmap -sT -T4 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
1089,C0263-r2,C0263,2,5350c50cd5,sT,T2,mtu24,d10,none,sp53,"nmap -sT -T2 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
